freq,psd_x,psd_y,psd_z,psd_xyz
174.6,3.188e+04,8.538e+04,1.377e+03,1.186e+05
176.3,3.415e+04,8.309e+04,1.632e+03,1.189e+05
178.0,2.866e+04,6.575e+04,1.709e+03,9.612e+04
179.7,2.120e+04,4.789e+04,1.532e+03,7.063e+04
181.4,1.865e+04,4.312e+04,1.611e+03,6.338e+04
183.2,2.145e+04,4.788e+04,2.520e+03,7.184e+04
184.9,2.453e+04,5.249e+04,4.203e+03,8.122e+04
186.6,2.501e+04,5.037e+04,5.998e+03,8.138e+04
188.3,2.123e+04,4.158e+04,6.917e+03,6.972e+04
190.0,1.547e+04,2.986e+04,6.649e+03,5.198e+04
191.7,1.060e+04,1.946e+04,5.547e+03,3.561e+04
193.4,7.266e+03,1.287e+04,4.441e+03,2.457e+04
195.1,5.116e+03,8.599e+03,3.307e+03,1.702e+04
196.9,3.909e+03,5.947e+03,2.262e+03,1.212e+04
198.6,3.361e+03,4.729e+03,1.627e+03,9.717e+03
