freq,psd_x,psd_y,psd_z,psd_xyz
63.0,2.820e+04,2.461e+04,2.367e+05,2.895e+05
64.8,4.868e+04,5.965e+04,2.855e+05,3.938e+05
66.6,6.522e+04,1.235e+05,3.323e+05,5.211e+05
68.4,7.601e+04,1.812e+05,3.205e+05,5.777e+05
70.2,9.230e+04,2.325e+05,2.672e+05,5.920e+05
72.0,1.131e+05,2.412e+05,2.212e+05,5.756e+05
73.8,1.230e+05,1.919e+05,3.119e+05,6.269e+05
75.6,1.008e+05,1.253e+05,4.853e+05,7.114e+05
77.4,6.174e+04,9.173e+04,4.838e+05,6.373e+05
79.2,3.685e+04,8.715e+04,3.745e+05,4.985e+05
81.0,2.123e+04,8.696e+04,2.628e+05,3.709e+05
82.8,1.143e+04,8.275e+04,1.819e+05,2.761e+05
84.6,6.878e+03,8.080e+04,1.368e+05,2.245e+05
86.4,4.194e+03,7.850e+04,1.110e+05,1.937e+05
88.2,2.396e+03,7.382e+04,9.897e+04,1.752e+05
90.0,1.424e+03,6.837e+04,9.388e+04,1.637e+05
91.8,9.762e+02,6.409e+04,8.812e+04,1.532e+05
93.6,8.474e+02,6.039e+04,8.077e+04,1.420e+05
95.4,7.519e+02,5.723e+04,7.331e+04,1.313e+05
97.2,5.519e+02,5.337e+04,6.522e+04,1.191e+05
99.0,3.734e+02,4.917e+04,5.754e+04,1.071e+05
100.8,2.932e+02,4.508e+04,5.005e+04,9.543e+04
102.6,2.753e+02,4.112e+04,4.388e+04,8.527e+04
104.4,3.850e+02,3.475e+04,3.703e+04,7.217e+04
106.2,6.131e+02,3.130e+04,2.977e+04,6.168e+04
108.0,7.018e+02,3.170e+04,2.559e+04,5.798e+04
109.8,8.338e+02,3.202e+04,2.405e+04,5.691e+04
111.6,1.135e+03,3.275e+04,2.184e+04,5.572e+04
113.4,1.359e+03,3.290e+04,1.809e+04,5.235e+04
115.2,1.466e+03,3.289e+04,1.461e+04,4.897e+04
117.0,1.423e+04,3.678e+04,3.473e+04,8.574e+04
118.8,3.351e+04,4.231e+04,7.491e+04,1.507e+05
120.6,6.437e+03,3.190e+04,2.873e+04,6.706e+04
122.4,2.194e+03,2.732e+04,2.211e+04,5.163e+04
124.2,2.468e+03,2.409e+04,2.114e+04,4.769e+04
126.0,2.141e+03,2.264e+04,2.463e+04,4.941e+04
127.8,1.363e+03,2.619e+04,3.886e+04,6.641e+04
129.6,1.033e+03,2.994e+04,4.742e+04,7.840e+04
131.4,1.713e+03,2.637e+04,4.659e+04,7.468e+04
133.2,1.306e+03,1.179e+04,2.707e+04,4.016e+04
135.0,5.795e+02,1.536e+03,1.442e+04,1.653e+04
136.8,3.660e+02,3.589e+02,6.261e+03,6.986e+03
138.6,2.577e+02,1.575e+02,9.415e+02,1.357e+03
140.4,2.771e+02,1.617e+02,9.405e+02,1.379e+03
142.2,2.739e+02,1.769e+02,9.811e+02,1.432e+03
144.0,2.271e+02,1.795e+02,7.269e+02,1.133e+03
145.8,1.961e+02,1.936e+02,4.773e+02,8.670e+02
147.6,2.108e+02,2.127e+02,3.723e+02,7.958e+02
149.4,2.727e+02,2.931e+02,5.151e+02,1.081e+03
151.2,2.988e+02,3.235e+02,5.728e+02,1.195e+03
153.0,3.068e+02,2.876e+02,4.468e+02,1.041e+03
154.8,2.769e+02,2.572e+02,3.963e+02,9.304e+02
156.6,2.111e+02,2.318e+02,3.727e+02,8.155e+02
158.4,1.928e+02,2.128e+02,3.567e+02,7.623e+02
160.2,1.704e+02,1.894e+02,3.218e+02,6.816e+02
162.0,1.556e+02,1.674e+02,2.680e+02,5.909e+02
163.8,1.513e+02,1.458e+02,2.422e+02,5.394e+02
165.6,1.805e+02,1.259e+02,2.297e+02,5.361e+02
167.4,1.711e+02,1.247e+02,2.029e+02,4.987e+02
169.2,1.836e+02,1.323e+02,2.216e+02,5.375e+02
171.0,2.394e+02,1.708e+02,2.199e+02,6.300e+02
172.8,2.582e+02,2.190e+02,1.932e+02,6.705e+02
174.6,2.332e+02,2.014e+02,2.057e+02,6.403e+02
176.4,2.361e+02,1.510e+02,2.109e+02,5.979e+02
178.2,3.232e+02,1.321e+02,1.988e+02,6.542e+02
180.0,4.000e+02,1.260e+02,2.003e+02,7.262e+02
181.8,3.163e+02,1.240e+02,1.871e+02,6.273e+02
183.6,3.742e+02,1.187e+02,1.929e+02,6.858e+02
185.4,3.454e+02,1.094e+02,1.821e+02,6.370e+02
187.2,2.484e+02,1.008e+02,1.763e+02,5.255e+02
189.0,2.005e+02,1.050e+02,1.942e+02,4.997e+02
190.8,1.921e+02,1.029e+02,2.304e+02,5.254e+02
192.6,2.022e+02,1.004e+02,2.815e+02,5.842e+02
194.4,2.338e+02,9.975e+01,3.323e+02,6.658e+02
196.2,3.618e+02,9.688e+01,5.489e+02,1.008e+03
198.0,4.123e+02,9.013e+01,7.325e+02,1.235e+03
199.8,5.830e+02,8.466e+01,1.159e+03,1.827e+03
