freq,psd_x,psd_y,psd_z,psd_xyz
160.3,3.347e+01,7.896e+01,6.384e+01,1.763e+02
162.1,3.372e+01,8.280e+01,6.225e+01,1.788e+02
163.9,3.519e+01,9.002e+01,6.285e+01,1.881e+02
165.7,3.375e+01,9.801e+01,6.779e+01,1.995e+02
167.5,3.272e+01,1.054e+02,6.372e+01,2.018e+02
169.3,3.631e+01,1.182e+02,6.233e+01,2.168e+02
171.1,3.613e+01,1.480e+02,6.135e+01,2.454e+02
172.9,3.683e+01,1.676e+02,6.185e+01,2.663e+02
174.7,3.583e+01,1.712e+02,6.213e+01,2.692e+02
176.5,3.628e+01,1.687e+02,6.570e+01,2.707e+02
178.3,4.040e+01,1.666e+02,6.496e+01,2.720e+02
180.1,4.050e+01,1.690e+02,6.024e+01,2.697e+02
181.9,3.778e+01,1.624e+02,5.986e+01,2.601e+02
183.7,4.024e+01,1.504e+02,5.766e+01,2.483e+02
185.5,3.831e+01,1.508e+02,5.587e+01,2.450e+02
187.3,3.833e+01,1.516e+02,6.115e+01,2.511e+02
189.1,3.667e+01,1.466e+02,6.349e+01,2.467e+02
190.9,3.608e+01,1.529e+02,6.291e+01,2.519e+02
192.7,3.991e+01,1.660e+02,6.326e+01,2.691e+02
194.5,3.865e+01,1.715e+02,6.278e+01,2.729e+02
196.3,3.930e+01,1.795e+02,6.343e+01,2.822e+02
198.1,3.743e+01,1.980e+02,7.249e+01,3.079e+02
199.9,4.164e+01,2.361e+02,7.470e+01,3.525e+02
