freq,psd_x,psd_y,psd_z,psd_xyz
97.5,1.830e+04,9.257e+02,1.784e+03,2.101e+04
99.2,1.490e+04,7.778e+02,1.365e+03,1.704e+04
101.0,1.200e+04,8.187e+02,1.181e+03,1.400e+04
102.7,9.765e+03,9.358e+02,1.093e+03,1.179e+04
104.4,7.417e+03,1.035e+03,1.040e+03,9.492e+03
106.1,5.521e+03,1.288e+03,1.282e+03,8.090e+03
107.8,4.812e+03,2.178e+03,2.263e+03,9.253e+03
109.5,5.179e+03,4.136e+03,4.534e+03,1.385e+04
111.2,6.615e+03,7.278e+03,8.028e+03,2.192e+04
112.9,8.532e+03,1.018e+04,1.116e+04,2.987e+04
114.6,9.688e+03,1.111e+04,1.154e+04,3.234e+04
116.4,9.934e+03,9.834e+03,9.498e+03,2.927e+04
118.1,1.073e+04,9.927e+03,9.967e+03,3.063e+04
119.8,1.262e+04,1.168e+04,1.211e+04,3.641e+04
121.5,1.664e+04,2.257e+04,2.374e+04,6.295e+04
123.2,2.055e+04,4.446e+04,4.955e+04,1.146e+05
124.9,2.191e+04,6.224e+04,7.042e+04,1.546e+05
126.6,2.150e+04,7.150e+04,7.943e+04,1.724e+05
128.3,2.005e+04,7.660e+04,8.407e+04,1.807e+05
130.0,1.834e+04,8.217e+04,8.840e+04,1.889e+05
131.8,1.589e+04,8.194e+04,8.750e+04,1.853e+05
133.5,8.852e+03,3.686e+04,3.880e+04,8.451e+04
135.2,4.442e+03,6.432e+03,6.068e+03,1.694e+04
136.9,3.973e+03,4.729e+03,4.172e+03,1.287e+04
138.6,4.089e+03,4.331e+03,3.530e+03,1.195e+04
140.3,4.559e+03,4.053e+03,3.110e+03,1.172e+04
142.0,5.161e+03,3.823e+03,2.710e+03,1.169e+04
143.7,5.258e+03,3.428e+03,2.198e+03,1.088e+04
145.4,4.655e+03,2.895e+03,1.721e+03,9.271e+03
147.2,3.965e+03,2.076e+03,1.379e+03,7.420e+03
148.9,2.681e+03,1.414e+03,1.093e+03,5.189e+03
150.6,1.502e+03,1.574e+03,8.875e+02,3.963e+03
152.3,1.108e+03,1.710e+03,5.661e+02,3.384e+03
154.0,1.041e+03,1.959e+03,5.792e+02,3.580e+03
155.7,1.179e+03,2.224e+03,6.753e+02,4.078e+03
157.4,1.654e+03,2.828e+03,8.818e+02,5.364e+03
159.1,2.278e+03,3.836e+03,1.189e+03,7.303e+03
160.8,2.936e+03,4.656e+03,1.352e+03,8.944e+03
162.6,3.544e+03,5.386e+03,1.347e+03,1.028e+04
164.3,4.315e+03,6.375e+03,1.165e+03,1.186e+04
166.0,5.633e+03,7.587e+03,9.390e+02,1.416e+04
167.7,7.654e+03,9.520e+03,8.041e+02,1.798e+04
169.4,8.770e+03,1.079e+04,7.795e+02,2.034e+04
171.1,1.186e+04,1.370e+04,9.552e+02,2.651e+04
172.8,1.954e+04,2.026e+04,1.467e+03,4.126e+04
174.5,2.053e+04,1.999e+04,1.456e+03,4.197e+04
176.2,1.887e+04,1.754e+04,1.056e+03,3.747e+04
178.0,1.480e+04,1.372e+04,7.605e+02,2.928e+04
179.7,1.247e+04,1.162e+04,8.248e+02,2.491e+04
181.4,1.063e+04,9.520e+03,1.089e+03,2.124e+04
183.1,9.676e+03,8.424e+03,1.371e+03,1.947e+04
184.8,8.449e+03,7.261e+03,1.554e+03,1.726e+04
186.5,7.509e+03,6.937e+03,1.875e+03,1.632e+04
188.2,6.350e+03,6.066e+03,2.064e+03,1.448e+04
189.9,5.002e+03,4.728e+03,1.961e+03,1.169e+04
191.6,3.859e+03,3.460e+03,1.670e+03,8.989e+03
193.4,3.333e+03,2.684e+03,1.435e+03,7.453e+03
195.1,3.276e+03,2.430e+03,1.109e+03,6.815e+03
196.8,3.464e+03,2.550e+03,8.127e+02,6.827e+03
198.5,3.411e+03,2.561e+03,6.933e+02,6.666e+03
