freq,psd_x,psd_y,psd_z,psd_xyz
83.2,3.735e+03,1.813e+04,1.174e+03,2.304e+04
85.0,5.489e+03,1.833e+04,1.650e+03,2.547e+04
86.7,7.483e+03,2.182e+04,2.158e+03,3.146e+04
88.4,1.242e+04,2.813e+04,3.254e+03,4.380e+04
90.2,1.506e+04,3.375e+04,3.210e+03,5.202e+04
91.9,1.257e+04,3.274e+04,2.265e+03,4.757e+04
93.6,9.459e+03,2.855e+04,1.530e+03,3.954e+04
95.4,7.459e+03,2.460e+04,1.132e+03,3.319e+04
97.1,6.008e+03,2.087e+04,9.534e+02,2.783e+04
98.8,5.782e+03,1.832e+04,1.147e+03,2.524e+04
100.6,7.168e+03,1.692e+04,1.702e+03,2.579e+04
102.3,1.026e+04,1.668e+04,2.512e+03,2.945e+04
104.0,1.384e+04,1.671e+04,3.253e+03,3.381e+04
105.8,1.653e+04,1.654e+04,3.679e+03,3.675e+04
107.5,1.696e+04,1.539e+04,3.609e+03,3.595e+04
109.2,1.560e+04,1.345e+04,3.205e+03,3.225e+04
111.0,1.361e+04,1.124e+04,2.699e+03,2.754e+04
112.7,1.157e+04,9.113e+03,2.345e+03,2.303e+04
114.4,9.817e+03,7.299e+03,2.048e+03,1.916e+04
116.2,7.881e+03,5.464e+03,1.778e+03,1.512e+04
117.9,6.090e+03,3.900e+03,1.650e+03,1.164e+04
119.6,4.869e+03,2.869e+03,1.695e+03,9.433e+03
121.4,4.059e+03,2.205e+03,1.733e+03,7.997e+03
123.1,3.833e+03,1.941e+03,1.828e+03,7.603e+03
124.8,3.821e+03,1.930e+03,2.275e+03,8.026e+03
126.6,3.658e+03,1.730e+03,2.445e+03,7.833e+03
128.3,3.373e+03,1.280e+03,2.074e+03,6.727e+03
130.0,3.136e+03,9.639e+02,2.101e+03,6.201e+03
131.8,2.686e+03,6.835e+02,1.988e+03,5.357e+03
133.5,1.096e+03,2.457e+02,8.622e+02,2.204e+03
135.2,1.541e+02,2.808e+01,1.390e+02,3.211e+02
137.0,1.146e+02,1.816e+01,1.005e+02,2.332e+02
138.7,1.074e+02,1.734e+01,1.027e+02,2.274e+02
140.4,7.287e+01,1.887e+01,1.029e+02,1.947e+02
142.2,6.693e+01,2.538e+01,1.096e+02,2.019e+02
143.9,6.311e+01,3.074e+01,1.312e+02,2.251e+02
145.6,5.179e+01,3.597e+01,1.374e+02,2.251e+02
147.4,4.659e+01,4.308e+01,1.263e+02,2.160e+02
149.1,4.339e+01,4.029e+01,1.471e+02,2.308e+02
150.8,3.978e+01,4.092e+01,2.123e+02,2.930e+02
152.6,4.151e+01,4.953e+01,2.726e+02,3.636e+02
154.3,4.777e+01,4.552e+01,3.176e+02,4.109e+02
156.0,5.759e+01,3.656e+01,4.726e+02,5.668e+02
157.8,8.150e+01,8.186e+01,6.180e+02,7.814e+02
159.5,1.305e+02,1.544e+02,8.103e+02,1.095e+03
161.2,1.606e+02,1.867e+02,8.341e+02,1.181e+03
163.0,1.268e+02,2.059e+02,6.568e+02,9.895e+02
164.7,8.416e+01,2.069e+02,5.111e+02,8.022e+02
166.4,7.571e+01,2.128e+02,4.036e+02,6.922e+02
168.2,1.056e+02,1.922e+02,3.376e+02,6.354e+02
169.9,1.351e+02,1.812e+02,3.298e+02,6.461e+02
171.7,1.558e+02,1.840e+02,3.452e+02,6.850e+02
173.4,1.900e+02,2.066e+02,4.265e+02,8.231e+02
175.1,2.488e+02,2.638e+02,6.291e+02,1.142e+03
176.9,2.908e+02,3.009e+02,7.579e+02,1.350e+03
178.6,2.888e+02,3.197e+02,8.673e+02,1.476e+03
180.3,2.878e+02,3.846e+02,1.135e+03,1.807e+03
182.1,3.559e+02,4.894e+02,1.516e+03,2.362e+03
183.8,4.632e+02,6.795e+02,2.120e+03,3.262e+03
185.5,7.079e+02,1.108e+03,3.065e+03,4.881e+03
187.3,1.325e+03,1.820e+03,4.242e+03,7.387e+03
189.0,2.260e+03,2.550e+03,4.825e+03,9.635e+03
190.7,3.457e+03,3.305e+03,4.958e+03,1.172e+04
192.5,4.421e+03,3.801e+03,4.550e+03,1.277e+04
194.2,4.872e+03,3.852e+03,3.726e+03,1.245e+04
195.9,4.741e+03,3.530e+03,2.979e+03,1.125e+04
197.7,4.294e+03,3.032e+03,2.476e+03,9.802e+03
199.4,3.654e+03,2.390e+03,1.794e+03,7.839e+03
