freq,psd_x,psd_y,psd_z,psd_xyz
64.2,3.681e+04,3.979e+04,9.239e+04,1.690e+05
65.9,4.199e+04,3.639e+04,9.181e+04,1.702e+05
67.6,5.115e+04,3.348e+04,9.017e+04,1.748e+05
69.4,5.795e+04,3.292e+04,8.320e+04,1.741e+05
71.1,5.770e+04,3.087e+04,6.511e+04,1.537e+05
72.8,5.433e+04,2.494e+04,4.608e+04,1.253e+05
74.6,5.057e+04,1.905e+04,3.293e+04,1.025e+05
76.3,4.330e+04,1.560e+04,2.659e+04,8.549e+04
78.0,3.212e+04,1.341e+04,2.730e+04,7.283e+04
79.8,2.564e+04,1.220e+04,3.950e+04,7.734e+04
81.5,2.514e+04,1.283e+04,5.737e+04,9.534e+04
83.2,2.291e+04,1.660e+04,7.632e+04,1.158e+05
85.0,1.855e+04,2.164e+04,9.609e+04,1.363e+05
86.7,1.321e+04,2.531e+04,1.148e+05,1.533e+05
88.4,8.568e+03,2.652e+04,1.296e+05,1.647e+05
90.2,5.654e+03,2.611e+04,1.265e+05,1.583e+05
91.9,3.894e+03,2.452e+04,1.074e+05,1.358e+05
93.6,2.884e+03,2.294e+04,9.055e+04,1.164e+05
95.4,2.486e+03,2.163e+04,7.804e+04,1.022e+05
97.1,2.116e+03,2.003e+04,6.899e+04,9.113e+04
98.8,1.906e+03,1.849e+04,6.219e+04,8.258e+04
100.6,1.813e+03,1.705e+04,5.627e+04,7.514e+04
102.3,1.724e+03,1.563e+04,5.118e+04,6.853e+04
104.0,1.655e+03,1.415e+04,4.668e+04,6.249e+04
105.8,1.803e+03,1.322e+04,4.340e+04,5.842e+04
107.5,2.082e+03,1.302e+04,4.207e+04,5.717e+04
109.2,2.147e+03,1.283e+04,4.184e+04,5.681e+04
111.0,1.622e+03,1.208e+04,3.917e+04,5.287e+04
112.7,8.315e+02,1.165e+04,2.662e+04,3.909e+04
114.4,4.820e+02,1.081e+04,1.493e+04,2.622e+04
116.2,2.661e+02,9.567e+03,9.360e+03,1.919e+04
117.9,2.154e+02,8.219e+03,5.144e+03,1.358e+04
119.6,2.157e+02,6.611e+03,4.289e+03,1.112e+04
121.4,2.249e+02,4.872e+03,4.387e+03,9.484e+03
123.1,2.686e+02,3.937e+03,4.899e+03,9.104e+03
124.9,2.911e+02,3.599e+03,5.263e+03,9.153e+03
126.6,2.833e+02,3.386e+03,5.344e+03,9.013e+03
128.3,2.782e+02,3.265e+03,5.301e+03,8.844e+03
130.1,3.194e+02,3.200e+03,5.189e+03,8.709e+03
131.8,3.839e+02,2.905e+03,4.638e+03,7.927e+03
133.5,3.561e+02,1.206e+03,2.249e+03,3.811e+03
135.3,2.832e+02,2.246e+02,7.798e+02,1.288e+03
137.0,2.454e+02,2.090e+02,5.360e+02,9.903e+02
138.7,1.942e+02,2.237e+02,4.434e+02,8.613e+02
140.5,1.524e+02,2.277e+02,2.863e+02,6.664e+02
142.2,1.286e+02,2.081e+02,1.917e+02,5.284e+02
143.9,9.975e+01,1.812e+02,1.493e+02,4.302e+02
145.7,7.318e+01,1.564e+02,1.241e+02,3.537e+02
147.4,6.488e+01,1.157e+02,1.299e+02,3.105e+02
149.1,6.143e+01,7.454e+01,1.223e+02,2.583e+02
150.9,5.378e+01,5.744e+01,1.047e+02,2.160e+02
152.6,4.983e+01,5.677e+01,8.028e+01,1.869e+02
154.3,5.207e+01,6.852e+01,5.974e+01,1.803e+02
156.1,5.321e+01,7.479e+01,5.395e+01,1.820e+02
157.8,5.084e+01,8.125e+01,4.803e+01,1.801e+02
159.5,4.908e+01,1.014e+02,5.069e+01,2.011e+02
161.3,4.833e+01,1.110e+02,5.669e+01,2.161e+02
163.0,5.076e+01,1.023e+02,6.758e+01,2.207e+02
164.7,6.236e+01,7.587e+01,7.992e+01,2.182e+02
166.5,7.825e+01,5.615e+01,8.672e+01,2.211e+02
168.2,9.582e+01,5.526e+01,9.441e+01,2.455e+02
169.9,9.820e+01,8.949e+01,1.044e+02,2.920e+02
171.7,7.981e+01,1.510e+02,1.186e+02,3.494e+02
173.4,5.744e+01,1.851e+02,1.348e+02,3.773e+02
175.1,6.982e+01,1.685e+02,1.347e+02,3.730e+02
176.9,1.197e+02,1.326e+02,1.199e+02,3.722e+02
178.6,1.449e+02,1.173e+02,1.367e+02,3.989e+02
180.3,1.222e+02,1.152e+02,1.552e+02,3.926e+02
182.1,9.256e+01,1.159e+02,1.598e+02,3.682e+02
183.8,7.227e+01,1.108e+02,1.591e+02,3.421e+02
185.5,5.790e+01,1.074e+02,1.581e+02,3.234e+02
187.3,6.318e+01,1.018e+02,1.559e+02,3.208e+02
189.0,7.881e+01,9.204e+01,1.311e+02,3.020e+02
190.7,8.932e+01,8.538e+01,9.717e+01,2.719e+02
192.5,9.919e+01,7.986e+01,7.769e+01,2.567e+02
194.2,1.036e+02,7.870e+01,7.147e+01,2.538e+02
195.9,1.111e+02,8.701e+01,7.272e+01,2.708e+02
197.7,1.156e+02,9.242e+01,7.681e+01,2.848e+02
199.4,1.343e+02,9.066e+01,8.558e+01,3.105e+02
