freq,psd_x,psd_y,psd_z,psd_xyz
81.5,1.182e+03,6.978e+04,7.010e+02,7.166e+04
83.3,1.673e+03,5.793e+04,1.064e+03,6.067e+04
85.0,2.585e+03,4.937e+04,1.414e+03,5.337e+04
86.7,3.081e+03,4.810e+04,1.398e+03,5.258e+04
88.5,2.249e+03,4.587e+04,1.115e+03,4.923e+04
90.2,1.461e+03,3.842e+04,9.532e+02,4.084e+04
91.9,1.173e+03,3.317e+04,1.010e+03,3.536e+04
93.7,1.138e+03,2.816e+04,1.311e+03,3.061e+04
95.4,1.478e+03,2.245e+04,1.824e+03,2.575e+04
97.1,2.223e+03,1.796e+04,2.728e+03,2.291e+04
98.9,3.516e+03,1.514e+04,4.125e+03,2.279e+04
100.6,6.303e+03,1.425e+04,6.330e+03,2.689e+04
102.3,1.138e+04,1.656e+04,9.799e+03,3.774e+04
104.1,1.696e+04,2.069e+04,1.333e+04,5.098e+04
105.8,2.173e+04,2.415e+04,1.559e+04,6.147e+04
107.6,2.411e+04,2.567e+04,1.648e+04,6.626e+04
109.3,2.392e+04,2.463e+04,1.589e+04,6.444e+04
111.0,2.271e+04,2.186e+04,1.458e+04,5.915e+04
112.8,2.225e+04,1.891e+04,1.311e+04,5.427e+04
114.5,2.081e+04,1.600e+04,1.161e+04,4.842e+04
116.2,1.853e+04,1.301e+04,1.011e+04,4.164e+04
118.0,1.606e+04,1.047e+04,8.459e+03,3.499e+04
119.7,1.789e+04,3.692e+04,8.578e+03,6.338e+04
121.4,2.019e+04,7.275e+04,8.558e+03,1.015e+05
123.2,8.450e+03,1.167e+04,2.680e+03,2.279e+04
124.9,6.550e+03,2.281e+03,1.657e+03,1.049e+04
126.6,4.913e+03,1.751e+03,1.792e+03,8.456e+03
128.4,4.017e+03,1.897e+03,2.302e+03,8.216e+03
130.1,3.764e+03,3.714e+03,2.307e+03,9.785e+03
131.8,4.338e+03,6.048e+03,2.252e+03,1.264e+04
133.6,3.396e+03,4.124e+03,1.513e+03,9.033e+03
135.3,2.812e+03,2.615e+03,6.529e+02,6.080e+03
137.0,2.897e+03,2.446e+03,4.636e+02,5.806e+03
138.8,3.037e+03,2.147e+03,4.138e+02,5.598e+03
140.5,2.982e+03,1.700e+03,4.457e+02,5.127e+03
142.2,2.658e+03,1.402e+03,4.926e+02,4.553e+03
144.0,2.204e+03,1.044e+03,5.153e+02,3.763e+03
145.7,2.145e+03,8.141e+02,5.601e+02,3.519e+03
147.5,2.228e+03,6.731e+02,5.911e+02,3.492e+03
149.2,2.284e+03,5.694e+02,6.400e+02,3.493e+03
150.9,2.267e+03,4.924e+02,6.730e+02,3.432e+03
152.7,2.430e+03,4.469e+02,7.331e+02,3.610e+03
154.4,2.722e+03,4.253e+02,7.773e+02,3.924e+03
156.1,2.744e+03,3.906e+02,7.051e+02,3.840e+03
157.9,2.546e+03,3.620e+02,5.403e+02,3.448e+03
159.6,2.481e+03,3.677e+02,5.015e+02,3.350e+03
161.3,2.832e+03,3.876e+02,8.323e+02,4.051e+03
163.1,2.710e+03,3.275e+02,1.352e+03,4.389e+03
164.8,2.513e+03,2.799e+02,2.219e+03,5.011e+03
166.5,2.291e+03,2.651e+02,3.475e+03,6.031e+03
168.3,2.001e+03,3.031e+02,4.592e+03,6.896e+03
170.0,1.784e+03,3.653e+02,4.986e+03,7.135e+03
171.7,2.138e+03,4.234e+02,4.830e+03,7.391e+03
173.5,2.834e+03,3.871e+02,3.534e+03,6.755e+03
175.2,3.472e+03,3.295e+02,2.100e+03,5.902e+03
176.9,3.761e+03,2.864e+02,1.181e+03,5.229e+03
178.7,3.509e+03,2.296e+02,6.261e+02,4.365e+03
180.4,3.434e+03,2.058e+02,3.701e+02,4.010e+03
182.1,3.430e+03,2.278e+02,3.159e+02,3.974e+03
183.9,3.544e+03,2.691e+02,3.156e+02,4.129e+03
185.6,3.951e+03,2.874e+02,3.204e+02,4.559e+03
187.4,4.286e+03,3.546e+02,2.993e+02,4.940e+03
189.1,4.855e+03,4.967e+02,2.734e+02,5.625e+03
190.8,5.351e+03,6.335e+02,2.346e+02,6.219e+03
192.6,5.412e+03,6.819e+02,2.243e+02,6.318e+03
194.3,5.228e+03,8.323e+02,2.552e+02,6.315e+03
196.0,5.178e+03,1.089e+03,3.034e+02,6.571e+03
197.8,5.734e+03,1.278e+03,3.804e+02,7.392e+03
199.5,6.873e+03,1.604e+03,5.249e+02,9.002e+03
