freq,psd_x,psd_y,psd_z,psd_xyz
90.1,1.282e+03,7.688e+04,2.840e+05,3.621e+05
91.9,1.858e+03,7.151e+04,2.306e+05,3.039e+05
93.7,2.270e+03,6.213e+04,1.946e+05,2.590e+05
95.5,2.357e+03,4.862e+04,1.754e+05,2.264e+05
97.3,2.360e+03,3.851e+04,1.604e+05,2.012e+05
99.1,2.167e+03,3.327e+04,1.424e+05,1.779e+05
100.9,1.918e+03,3.008e+04,1.250e+05,1.570e+05
102.7,1.745e+03,2.749e+04,1.111e+05,1.403e+05
104.5,1.663e+03,2.405e+04,9.683e+04,1.225e+05
106.3,1.763e+03,2.131e+04,8.810e+04,1.112e+05
108.1,2.131e+03,1.959e+04,8.863e+04,1.104e+05
109.9,2.936e+03,1.726e+04,9.454e+04,1.147e+05
111.7,4.319e+03,1.463e+04,1.063e+05,1.253e+05
113.5,6.700e+03,1.316e+04,1.044e+05,1.243e+05
115.3,9.993e+03,1.264e+04,6.108e+04,8.371e+04
117.1,1.325e+04,1.138e+04,2.023e+04,4.487e+04
118.9,1.689e+04,9.585e+03,6.647e+03,3.312e+04
120.7,2.145e+04,8.127e+03,4.194e+03,3.377e+04
122.5,2.901e+04,7.644e+03,4.702e+03,4.135e+04
124.3,4.360e+04,9.841e+03,5.646e+03,5.909e+04
126.1,6.295e+04,1.947e+04,5.738e+03,8.816e+04
127.9,6.626e+04,3.279e+04,4.446e+03,1.035e+05
129.7,5.571e+04,4.052e+04,3.818e+03,1.000e+05
131.5,4.601e+04,4.317e+04,4.718e+03,9.389e+04
133.3,1.975e+04,2.097e+04,2.795e+03,4.352e+04
135.1,1.466e+03,1.576e+03,3.828e+02,3.424e+03
136.9,2.592e+02,3.125e+02,1.629e+02,7.346e+02
138.7,2.005e+02,2.490e+02,1.510e+02,6.005e+02
140.5,1.562e+02,2.141e+02,1.510e+02,5.214e+02
142.3,1.529e+02,2.298e+02,1.709e+02,5.535e+02
144.1,2.173e+02,3.516e+02,2.457e+02,8.146e+02
145.9,2.627e+02,3.827e+02,2.820e+02,9.274e+02
147.7,2.977e+02,3.860e+02,2.682e+02,9.519e+02
149.5,5.677e+02,4.487e+02,2.799e+02,1.296e+03
151.3,8.059e+02,4.022e+02,2.513e+02,1.459e+03
153.1,7.244e+02,2.623e+02,1.984e+02,1.185e+03
154.9,4.580e+02,2.056e+02,1.798e+02,8.434e+02
156.7,2.859e+02,2.037e+02,2.306e+02,7.202e+02
158.5,2.930e+02,1.982e+02,3.708e+02,8.620e+02
160.3,2.286e+02,1.997e+02,3.497e+02,7.780e+02
162.1,1.219e+02,1.854e+02,1.987e+02,5.060e+02
163.9,1.187e+02,1.759e+02,1.292e+02,4.238e+02
165.7,1.376e+02,1.920e+02,1.358e+02,4.654e+02
167.5,1.421e+02,2.062e+02,1.730e+02,5.213e+02
169.3,1.600e+02,2.323e+02,1.879e+02,5.802e+02
171.1,1.749e+02,2.542e+02,2.277e+02,6.568e+02
172.9,1.626e+02,3.054e+02,2.923e+02,7.603e+02
174.7,1.438e+02,2.907e+02,3.193e+02,7.538e+02
176.5,1.337e+02,2.693e+02,3.507e+02,7.537e+02
178.3,1.120e+02,2.575e+02,3.374e+02,7.068e+02
180.1,1.036e+02,2.480e+02,2.931e+02,6.447e+02
181.9,1.074e+02,2.573e+02,3.112e+02,6.758e+02
183.7,1.080e+02,2.784e+02,4.116e+02,7.980e+02
185.5,1.296e+02,3.525e+02,6.139e+02,1.096e+03
187.3,1.751e+02,3.821e+02,7.572e+02,1.314e+03
189.1,1.914e+02,3.379e+02,7.533e+02,1.283e+03
190.9,2.008e+02,3.144e+02,6.198e+02,1.135e+03
192.7,2.092e+02,2.739e+02,5.059e+02,9.890e+02
194.5,1.994e+02,2.248e+02,4.331e+02,8.573e+02
196.3,1.828e+02,1.792e+02,3.714e+02,7.334e+02
198.1,1.704e+02,1.469e+02,3.562e+02,6.735e+02
199.9,1.671e+02,1.545e+02,3.853e+02,7.069e+02
