freq,psd_x,psd_y,psd_z,psd_xyz
95.8,1.768e+05,1.571e+04,7.197e+03,1.998e+05
97.5,1.560e+05,1.852e+04,5.212e+03,1.797e+05
99.2,1.374e+05,2.235e+04,3.607e+03,1.634e+05
100.9,1.223e+05,2.837e+04,2.439e+03,1.531e+05
102.6,1.057e+05,3.174e+04,2.270e+03,1.398e+05
104.3,8.993e+04,2.844e+04,2.900e+03,1.213e+05
106.1,8.361e+04,2.619e+04,3.947e+03,1.137e+05
107.8,8.635e+04,2.628e+04,4.997e+03,1.176e+05
109.5,9.029e+04,3.039e+04,5.246e+03,1.259e+05
111.2,9.223e+04,3.914e+04,5.841e+03,1.372e+05
112.9,8.114e+04,3.944e+04,1.052e+04,1.311e+05
114.6,7.580e+04,3.398e+04,1.681e+04,1.266e+05
116.3,8.194e+04,3.182e+04,1.960e+04,1.334e+05
118.0,8.108e+04,3.074e+04,1.944e+04,1.313e+05
119.7,7.688e+04,3.338e+04,1.823e+04,1.285e+05
121.5,7.242e+04,3.797e+04,1.749e+04,1.279e+05
123.2,6.658e+04,4.193e+04,1.662e+04,1.251e+05
124.9,5.932e+04,4.567e+04,1.505e+04,1.200e+05
126.6,5.000e+04,4.505e+04,1.212e+04,1.072e+05
128.3,3.959e+04,3.355e+04,7.402e+03,8.053e+04
130.0,3.045e+04,1.730e+04,2.981e+03,5.073e+04
131.7,2.255e+04,6.115e+03,7.244e+02,2.939e+04
133.4,9.442e+03,1.382e+03,1.594e+02,1.098e+04
135.1,1.645e+03,2.799e+02,1.002e+02,2.025e+03
136.9,1.337e+03,4.177e+02,1.518e+02,1.906e+03
138.6,1.449e+03,6.976e+02,1.129e+02,2.259e+03
140.3,1.524e+03,9.683e+02,1.367e+02,2.629e+03
142.0,1.577e+03,1.235e+03,1.785e+02,2.991e+03
143.7,1.651e+03,1.569e+03,2.280e+02,3.448e+03
145.4,1.680e+03,1.789e+03,2.555e+02,3.724e+03
147.1,1.836e+03,1.985e+03,2.693e+02,4.090e+03
148.8,2.519e+03,2.517e+03,3.180e+02,5.354e+03
150.5,3.061e+03,3.078e+03,3.565e+02,6.495e+03
152.2,2.848e+03,3.206e+03,3.802e+02,6.434e+03
154.0,2.465e+03,3.308e+03,4.315e+02,6.204e+03
155.7,1.992e+03,3.229e+03,5.146e+02,5.736e+03
157.4,1.691e+03,3.370e+03,6.373e+02,5.698e+03
159.1,2.301e+03,6.018e+03,8.976e+02,9.217e+03
160.8,3.360e+03,1.140e+04,1.196e+03,1.595e+04
162.5,3.893e+03,1.680e+04,1.411e+03,2.211e+04
164.2,3.696e+03,1.941e+04,1.433e+03,2.454e+04
165.9,3.337e+03,2.008e+04,1.542e+03,2.496e+04
167.6,3.415e+03,2.388e+04,1.919e+03,2.921e+04
169.4,3.238e+03,2.959e+04,2.086e+03,3.491e+04
171.1,2.429e+03,3.023e+04,1.775e+03,3.443e+04
172.8,1.690e+03,2.990e+04,1.472e+03,3.306e+04
174.5,1.296e+03,3.052e+04,1.342e+03,3.316e+04
176.2,1.010e+03,2.850e+04,1.185e+03,3.069e+04
177.9,8.208e+02,2.432e+04,9.932e+02,2.614e+04
179.6,5.834e+02,1.939e+04,8.025e+02,2.078e+04
181.3,3.630e+02,1.475e+04,6.259e+02,1.574e+04
183.0,2.282e+02,1.092e+04,5.151e+02,1.167e+04
184.7,1.089e+02,7.772e+03,4.162e+02,8.297e+03
186.5,7.145e+01,5.574e+03,2.955e+02,5.941e+03
188.2,1.310e+02,4.200e+03,1.775e+02,4.508e+03
189.9,1.980e+02,3.216e+03,9.833e+01,3.512e+03
191.6,2.244e+02,2.385e+03,6.613e+01,2.676e+03
193.3,2.595e+02,2.042e+03,6.165e+01,2.363e+03
195.0,3.383e+02,2.065e+03,6.178e+01,2.465e+03
196.7,4.259e+02,1.846e+03,5.863e+01,2.331e+03
198.4,4.949e+02,1.393e+03,5.008e+01,1.938e+03
