freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.425e+01,3.672e+02,3.884e+02,7.799e+02
1.8,3.421e+01,2.209e+02,2.605e+02,5.156e+02
3.6,2.751e+01,1.265e+02,5.588e+01,2.099e+02
5.4,3.079e+01,1.101e+03,5.880e+01,1.191e+03
7.2,3.156e+01,2.791e+03,8.259e+01,2.905e+03
9.0,5.055e+01,4.674e+03,3.218e+02,5.046e+03
10.8,8.282e+01,5.103e+03,3.082e+02,5.494e+03
12.6,1.078e+02,7.465e+03,1.016e+02,7.674e+03
14.4,5.794e+01,1.185e+04,6.979e+01,1.198e+04
16.2,4.300e+01,1.843e+04,1.111e+02,1.859e+04
17.9,4.535e+01,2.808e+04,1.493e+03,2.961e+04
19.7,5.975e+01,3.215e+04,5.859e+03,3.807e+04
21.5,1.207e+02,2.435e+04,7.660e+03,3.214e+04
23.3,1.916e+02,2.324e+04,4.970e+03,2.840e+04
25.1,3.164e+02,3.864e+04,2.015e+03,4.098e+04
26.9,9.442e+02,6.851e+04,7.543e+02,7.021e+04
28.7,3.597e+03,1.305e+05,6.388e+02,1.347e+05
30.5,1.035e+04,2.074e+05,4.282e+03,2.221e+05
32.3,1.319e+04,1.989e+05,1.030e+04,2.224e+05
34.1,7.355e+03,1.239e+05,1.443e+04,1.457e+05
35.9,4.827e+03,9.056e+04,2.129e+04,1.167e+05
37.7,6.070e+03,1.423e+05,3.373e+04,1.821e+05
39.5,6.024e+03,2.116e+05,7.615e+04,2.938e+05
41.3,1.713e+04,3.966e+05,2.368e+05,6.506e+05
43.1,2.806e+04,5.582e+05,4.853e+05,1.072e+06
44.9,2.303e+04,4.847e+05,6.489e+05,1.157e+06
46.7,1.447e+04,2.814e+05,6.065e+05,9.024e+05
48.5,9.157e+03,1.206e+05,4.684e+05,5.981e+05
50.2,9.041e+03,4.455e+04,3.899e+05,4.435e+05
52.0,1.516e+04,2.804e+04,4.301e+05,4.733e+05
53.8,1.739e+04,4.138e+04,4.800e+05,5.387e+05
55.6,1.189e+04,7.542e+04,5.196e+05,6.070e+05
57.4,1.726e+04,1.557e+05,6.545e+05,8.274e+05
59.2,3.391e+04,3.035e+05,7.736e+05,1.111e+06
61.0,5.079e+04,4.203e+05,7.077e+05,1.179e+06
62.8,5.662e+04,3.953e+05,5.030e+05,9.549e+05
64.6,5.931e+04,3.011e+05,4.206e+05,7.810e+05
66.4,5.795e+04,2.052e+05,4.658e+05,7.289e+05
68.2,4.015e+04,1.371e+05,4.481e+05,6.254e+05
70.0,2.477e+04,1.111e+05,3.983e+05,5.342e+05
71.8,1.468e+04,1.051e+05,3.483e+05,4.681e+05
73.6,7.887e+03,1.052e+05,2.987e+05,4.118e+05
75.4,4.569e+03,1.038e+05,2.478e+05,3.562e+05
77.2,2.895e+03,1.006e+05,1.974e+05,3.009e+05
79.0,1.986e+03,9.532e+04,1.537e+05,2.510e+05
80.8,1.547e+03,8.833e+04,1.175e+05,2.074e+05
82.5,1.326e+03,7.882e+04,8.804e+04,1.682e+05
84.3,1.250e+03,7.285e+04,7.572e+04,1.498e+05
86.1,1.367e+03,6.661e+04,9.684e+04,1.648e+05
87.9,1.887e+03,5.088e+04,1.654e+05,2.181e+05
89.7,2.861e+03,3.836e+04,2.253e+05,2.665e+05
91.5,3.195e+03,3.731e+04,2.266e+05,2.671e+05
93.3,2.457e+03,3.827e+04,1.946e+05,2.353e+05
95.1,1.969e+03,3.651e+04,1.614e+05,1.998e+05
96.9,1.783e+03,3.211e+04,1.382e+05,1.721e+05
98.7,2.043e+03,2.776e+04,1.246e+05,1.544e+05
100.5,2.742e+03,2.371e+04,1.145e+05,1.410e+05
102.3,3.594e+03,2.076e+04,1.089e+05,1.332e+05
104.1,3.660e+03,1.920e+04,9.587e+04,1.187e+05
105.9,3.226e+03,1.808e+04,8.081e+04,1.021e+05
107.7,3.647e+03,1.753e+04,8.072e+04,1.019e+05
109.5,4.416e+03,1.731e+04,8.014e+04,1.019e+05
111.3,4.930e+03,1.851e+04,7.034e+04,9.378e+04
113.1,4.977e+03,2.001e+04,4.617e+04,7.116e+04
114.8,6.027e+03,1.982e+04,2.086e+04,4.671e+04
116.6,9.801e+03,2.047e+04,1.269e+04,4.297e+04
118.4,1.342e+04,2.450e+04,2.045e+04,5.838e+04
120.2,1.227e+04,2.811e+04,2.698e+04,6.736e+04
122.0,8.692e+03,2.893e+04,2.599e+04,6.361e+04
123.8,5.711e+03,2.784e+04,2.245e+04,5.600e+04
125.6,3.310e+03,2.622e+04,2.039e+04,4.992e+04
127.4,2.288e+03,2.470e+04,1.937e+04,4.636e+04
129.2,1.942e+03,2.386e+04,1.784e+04,4.365e+04
131.0,1.889e+03,2.397e+04,1.488e+04,4.074e+04
132.8,1.473e+03,1.389e+04,8.717e+03,2.408e+04
134.6,5.657e+02,1.341e+03,1.478e+03,3.385e+03
136.4,4.095e+02,9.560e+01,7.859e+02,1.291e+03
138.2,2.996e+02,8.257e+01,8.070e+02,1.189e+03
140.0,2.531e+02,6.888e+01,6.928e+02,1.015e+03
141.8,2.634e+02,6.409e+01,4.891e+02,8.166e+02
143.6,2.651e+02,6.409e+01,3.361e+02,6.653e+02
145.4,2.442e+02,7.444e+01,2.475e+02,5.661e+02
147.1,2.359e+02,9.047e+01,2.336e+02,5.600e+02
148.9,2.513e+02,1.353e+02,3.563e+02,7.429e+02
150.7,2.608e+02,1.995e+02,5.138e+02,9.740e+02
152.5,2.355e+02,1.939e+02,5.526e+02,9.820e+02
154.3,1.889e+02,1.930e+02,5.739e+02,9.558e+02
156.1,1.659e+02,2.261e+02,6.018e+02,9.938e+02
157.9,1.889e+02,2.417e+02,6.281e+02,1.059e+03
