freq,psd_x,psd_y,psd_z,psd_xyz
61.2,8.641e+04,1.636e+05,7.548e+05,1.005e+06
63.0,7.558e+04,1.484e+05,4.333e+05,6.573e+05
64.8,6.508e+04,1.586e+05,3.371e+05,5.608e+05
66.6,4.655e+04,1.850e+05,3.471e+05,5.786e+05
68.4,2.961e+04,1.842e+05,3.258e+05,5.396e+05
70.2,2.155e+04,1.783e+05,3.168e+05,5.166e+05
72.0,1.600e+04,1.693e+05,3.071e+05,4.924e+05
73.8,1.051e+04,1.548e+05,3.025e+05,4.678e+05
75.6,6.763e+03,1.414e+05,2.959e+05,4.441e+05
77.4,4.648e+03,1.286e+05,2.656e+05,3.989e+05
79.2,2.961e+03,1.140e+05,2.272e+05,3.442e+05
81.0,2.554e+03,1.008e+05,1.914e+05,2.948e+05
82.8,3.023e+03,8.803e+04,1.640e+05,2.550e+05
84.6,4.628e+03,8.172e+04,1.621e+05,2.485e+05
86.4,8.361e+03,7.545e+04,1.816e+05,2.654e+05
88.2,1.352e+04,6.668e+04,1.923e+05,2.725e+05
90.0,1.544e+04,5.457e+04,1.880e+05,2.580e+05
91.8,1.073e+04,4.074e+04,1.839e+05,2.354e+05
93.6,4.727e+03,3.280e+04,1.755e+05,2.130e+05
95.4,2.045e+03,3.083e+04,1.646e+05,1.974e+05
97.2,1.600e+03,3.064e+04,1.581e+05,1.904e+05
99.0,2.220e+03,3.023e+04,1.527e+05,1.851e+05
100.8,2.784e+03,2.847e+04,1.395e+05,1.708e+05
102.6,2.719e+03,2.590e+04,1.194e+05,1.480e+05
104.4,2.215e+03,2.227e+04,8.922e+04,1.137e+05
106.2,1.758e+03,1.958e+04,6.189e+04,8.323e+04
108.0,1.850e+03,1.992e+04,4.820e+04,6.997e+04
109.8,2.709e+03,2.115e+04,3.888e+04,6.274e+04
111.6,5.093e+03,2.306e+04,3.074e+04,5.889e+04
113.4,1.061e+04,2.516e+04,2.422e+04,5.998e+04
115.2,1.911e+04,2.360e+04,1.989e+04,6.261e+04
117.0,2.332e+04,1.671e+04,1.843e+04,5.846e+04
118.8,2.020e+04,1.153e+04,2.664e+04,5.837e+04
120.6,1.454e+04,1.007e+04,3.049e+04,5.511e+04
122.4,9.928e+03,9.583e+03,2.536e+04,4.488e+04
124.1,7.135e+03,9.535e+03,2.032e+04,3.699e+04
125.9,5.432e+03,9.714e+03,1.896e+04,3.411e+04
127.7,4.396e+03,9.827e+03,1.880e+04,3.302e+04
129.5,3.697e+03,9.908e+03,1.879e+04,3.239e+04
131.3,3.268e+03,9.471e+03,1.808e+04,3.082e+04
133.1,1.805e+03,4.610e+03,9.220e+03,1.563e+04
134.9,4.218e+02,4.430e+02,1.429e+03,2.294e+03
136.7,2.802e+02,1.631e+02,8.601e+02,1.303e+03
138.5,2.544e+02,1.346e+02,7.898e+02,1.179e+03
140.3,2.805e+02,9.102e+01,9.074e+02,1.279e+03
142.1,2.633e+02,7.685e+01,9.744e+02,1.315e+03
143.9,2.077e+02,7.823e+01,7.746e+02,1.061e+03
145.7,1.626e+02,8.129e+01,6.388e+02,8.828e+02
147.5,1.425e+02,9.774e+01,6.659e+02,9.062e+02
149.3,1.197e+02,1.202e+02,7.453e+02,9.853e+02
151.1,1.106e+02,1.399e+02,8.317e+02,1.082e+03
152.9,1.158e+02,1.432e+02,8.135e+02,1.072e+03
154.7,1.215e+02,1.527e+02,8.119e+02,1.086e+03
156.5,1.189e+02,1.470e+02,7.458e+02,1.012e+03
158.3,1.249e+02,1.391e+02,6.376e+02,9.016e+02
160.1,1.292e+02,1.428e+02,5.833e+02,8.553e+02
161.9,1.414e+02,1.297e+02,5.705e+02,8.415e+02
163.7,1.637e+02,1.034e+02,5.307e+02,7.978e+02
165.5,2.303e+02,1.029e+02,4.868e+02,8.199e+02
167.3,3.514e+02,1.135e+02,4.907e+02,9.556e+02
169.1,4.689e+02,1.410e+02,5.920e+02,1.202e+03
170.9,4.920e+02,2.008e+02,7.138e+02,1.407e+03
172.7,4.244e+02,2.801e+02,6.002e+02,1.305e+03
174.5,4.205e+02,2.374e+02,6.607e+02,1.319e+03
176.3,2.944e+02,1.430e+02,6.542e+02,1.092e+03
178.1,1.695e+02,7.812e+01,4.834e+02,7.310e+02
179.9,1.308e+02,6.618e+01,3.839e+02,5.808e+02
181.7,1.338e+02,9.018e+01,3.822e+02,6.062e+02
183.5,1.313e+02,1.114e+02,3.237e+02,5.665e+02
185.3,1.387e+02,1.183e+02,2.670e+02,5.240e+02
187.1,1.622e+02,1.284e+02,2.599e+02,5.504e+02
188.9,1.239e+02,1.262e+02,2.174e+02,4.675e+02
190.7,1.362e+02,1.241e+02,2.541e+02,5.144e+02
192.5,1.356e+02,1.254e+02,2.772e+02,5.382e+02
194.3,1.226e+02,1.314e+02,2.735e+02,5.275e+02
196.1,1.427e+02,1.193e+02,3.097e+02,5.717e+02
197.9,1.520e+02,1.128e+02,2.973e+02,5.621e+02
199.7,1.454e+02,1.383e+02,2.933e+02,5.769e+02
