freq,psd_x,psd_y,psd_z,psd_xyz
59.9,6.612e+05,2.900e+02,4.892e+02,6.620e+05
61.6,5.154e+05,4.811e+02,3.951e+02,5.163e+05
63.3,3.150e+05,5.098e+02,3.970e+02,3.160e+05
65.0,2.584e+05,4.130e+02,6.262e+02,2.594e+05
66.8,3.208e+05,3.847e+02,1.005e+03,3.222e+05
68.5,3.789e+05,4.983e+02,1.353e+03,3.807e+05
70.2,4.069e+05,7.234e+02,1.768e+03,4.094e+05
71.9,3.897e+05,9.698e+02,2.282e+03,3.930e+05
73.6,3.479e+05,1.322e+03,2.905e+03,3.522e+05
75.3,3.003e+05,1.859e+03,3.799e+03,3.060e+05
77.0,2.528e+05,2.774e+03,5.200e+03,2.608e+05
78.7,2.078e+05,5.047e+03,7.591e+03,2.204e+05
80.5,1.657e+05,9.352e+03,1.089e+04,1.860e+05
82.2,1.265e+05,1.284e+04,1.369e+04,1.530e+05
83.9,1.185e+05,1.555e+04,1.527e+04,1.493e+05
85.6,1.318e+05,1.609e+04,1.426e+04,1.621e+05
87.3,1.307e+05,1.547e+04,1.367e+04,1.598e+05
89.0,1.166e+05,1.749e+04,1.584e+04,1.499e+05
90.7,9.948e+04,2.392e+04,2.093e+04,1.443e+05
92.4,8.670e+04,3.187e+04,2.615e+04,1.447e+05
94.1,7.736e+04,3.401e+04,2.665e+04,1.380e+05
95.9,6.616e+04,3.517e+04,2.560e+04,1.269e+05
97.6,6.235e+04,4.287e+04,2.802e+04,1.332e+05
99.3,5.770e+04,4.416e+04,2.854e+04,1.304e+05
101.0,5.588e+04,6.370e+04,4.310e+04,1.627e+05
102.7,6.280e+04,8.274e+04,5.539e+04,2.009e+05
104.4,5.714e+04,7.554e+04,5.005e+04,1.827e+05
106.1,4.854e+04,6.324e+04,4.148e+04,1.533e+05
107.8,4.486e+04,5.788e+04,3.727e+04,1.400e+05
109.5,4.086e+04,5.337e+04,3.401e+04,1.282e+05
111.3,3.637e+04,5.019e+04,3.144e+04,1.180e+05
113.0,3.199e+04,4.662e+04,2.909e+04,1.077e+05
114.7,2.766e+04,4.272e+04,2.651e+04,9.688e+04
116.4,2.409e+04,3.956e+04,2.430e+04,8.795e+04
118.1,2.042e+04,3.526e+04,2.148e+04,7.717e+04
119.8,1.634e+04,3.027e+04,1.834e+04,6.495e+04
121.5,1.219e+04,2.621e+04,1.534e+04,5.373e+04
123.2,7.779e+03,2.563e+04,1.324e+04,4.665e+04
125.0,3.939e+03,2.980e+04,1.248e+04,4.622e+04
126.7,2.830e+03,3.457e+04,1.182e+04,4.922e+04
128.4,5.785e+03,3.662e+04,1.050e+04,5.291e+04
130.1,1.594e+04,3.731e+04,9.277e+03,6.252e+04
131.8,3.197e+04,3.459e+04,8.184e+03,7.475e+04
133.5,1.816e+04,1.387e+04,3.498e+03,3.552e+04
135.2,4.790e+03,2.154e+03,7.293e+02,7.673e+03
136.9,6.495e+03,1.427e+03,9.710e+02,8.893e+03
138.6,6.545e+03,9.085e+02,1.196e+03,8.649e+03
140.4,5.021e+03,5.465e+02,1.114e+03,6.681e+03
142.1,3.530e+03,3.987e+02,9.575e+02,4.886e+03
143.8,2.479e+03,3.738e+02,8.128e+02,3.665e+03
145.5,1.761e+03,4.024e+02,6.755e+02,2.839e+03
147.2,1.484e+03,4.683e+02,6.403e+02,2.592e+03
148.9,1.534e+03,6.441e+02,8.416e+02,3.019e+03
150.6,1.465e+03,8.729e+02,1.018e+03,3.357e+03
152.3,1.259e+03,1.001e+03,9.225e+02,3.183e+03
154.1,1.080e+03,1.105e+03,7.871e+02,2.973e+03
155.8,9.388e+02,1.129e+03,6.913e+02,2.759e+03
157.5,8.438e+02,1.128e+03,6.083e+02,2.580e+03
159.2,7.576e+02,9.925e+02,5.101e+02,2.260e+03
160.9,6.640e+02,7.950e+02,4.288e+02,1.888e+03
162.6,5.749e+02,6.715e+02,3.257e+02,1.572e+03
164.3,5.838e+02,6.925e+02,2.487e+02,1.525e+03
166.0,5.376e+02,8.147e+02,2.064e+02,1.559e+03
167.7,5.690e+02,9.826e+02,2.047e+02,1.756e+03
169.5,6.695e+02,1.013e+03,2.035e+02,1.886e+03
171.2,6.099e+02,7.380e+02,3.232e+02,1.671e+03
172.9,5.707e+02,7.136e+02,6.245e+02,1.909e+03
174.6,5.072e+02,1.226e+03,7.287e+02,2.462e+03
176.3,4.523e+02,1.703e+03,6.135e+02,2.768e+03
178.0,5.239e+02,2.349e+03,4.010e+02,3.274e+03
179.7,7.511e+02,4.232e+03,2.870e+02,5.270e+03
181.4,1.113e+03,6.729e+03,2.290e+02,8.071e+03
183.2,1.612e+03,9.141e+03,1.679e+02,1.092e+04
184.9,2.117e+03,1.080e+04,1.522e+02,1.306e+04
186.6,2.537e+03,1.166e+04,1.793e+02,1.438e+04
188.3,2.836e+03,1.245e+04,2.859e+02,1.557e+04
190.0,3.222e+03,1.339e+04,5.195e+02,1.713e+04
191.7,3.645e+03,1.361e+04,9.997e+02,1.826e+04
193.4,4.116e+03,1.299e+04,1.735e+03,1.884e+04
195.1,4.384e+03,1.106e+04,2.324e+03,1.777e+04
196.8,5.259e+03,1.282e+04,2.470e+03,2.055e+04
198.6,6.327e+03,1.639e+04,2.770e+03,2.549e+04
