freq,psd_x,psd_y,psd_z,psd_xyz
79.2,1.002e+05,1.440e+05,6.923e+05,9.365e+05
81.0,7.370e+04,1.244e+05,5.751e+05,7.732e+05
82.8,2.630e+04,8.181e+04,5.219e+05,6.300e+05
84.6,6.220e+03,7.195e+04,4.532e+05,5.313e+05
86.4,1.302e+03,7.690e+04,3.667e+05,4.449e+05
88.2,5.813e+02,8.131e+04,2.843e+05,3.662e+05
90.0,8.421e+02,8.357e+04,2.187e+05,3.031e+05
91.8,1.307e+03,8.288e+04,1.740e+05,2.581e+05
93.6,2.132e+03,7.230e+04,1.745e+05,2.489e+05
95.4,2.920e+03,5.520e+04,1.928e+05,2.509e+05
97.2,3.041e+03,4.554e+04,1.821e+05,2.307e+05
99.0,2.806e+03,4.281e+04,1.565e+05,2.021e+05
100.8,2.554e+03,4.125e+04,1.328e+05,1.766e+05
102.5,2.350e+03,3.870e+04,1.142e+05,1.553e+05
104.3,2.223e+03,3.537e+04,9.718e+04,1.348e+05
106.1,2.711e+03,3.336e+04,8.236e+04,1.184e+05
107.9,4.563e+03,3.475e+04,7.623e+04,1.155e+05
109.7,7.233e+03,3.633e+04,7.666e+04,1.202e+05
111.5,9.224e+03,3.597e+04,8.302e+04,1.282e+05
113.3,1.090e+04,3.464e+04,9.394e+04,1.395e+05
115.1,1.372e+04,3.616e+04,9.298e+04,1.429e+05
116.9,1.850e+04,4.155e+04,5.976e+04,1.198e+05
118.7,2.327e+04,4.447e+04,2.667e+04,9.440e+04
120.5,2.910e+04,4.418e+04,1.338e+04,8.665e+04
122.3,3.766e+04,4.276e+04,1.037e+04,9.079e+04
124.1,4.296e+04,4.096e+04,1.235e+04,9.626e+04
125.9,3.947e+04,4.050e+04,1.993e+04,9.989e+04
127.7,4.829e+04,4.481e+04,3.061e+04,1.237e+05
129.5,8.548e+04,4.682e+04,3.823e+04,1.705e+05
131.3,1.087e+05,3.336e+04,3.044e+04,1.725e+05
133.1,4.833e+04,1.041e+04,1.002e+04,6.877e+04
134.9,2.833e+03,5.748e+02,5.645e+02,3.972e+03
136.7,1.526e+02,1.073e+02,1.107e+02,3.707e+02
138.5,6.361e+01,1.006e+02,1.150e+02,2.792e+02
140.3,5.431e+01,9.324e+01,1.051e+02,2.526e+02
142.1,5.640e+01,8.590e+01,1.113e+02,2.536e+02
143.9,5.862e+01,7.550e+01,1.685e+02,3.026e+02
145.7,7.003e+01,8.340e+01,5.114e+02,6.648e+02
147.5,7.861e+01,1.141e+02,8.684e+02,1.061e+03
149.3,1.180e+02,1.681e+02,7.544e+02,1.041e+03
151.1,1.971e+02,1.783e+02,5.237e+02,8.990e+02
152.9,2.294e+02,1.767e+02,3.461e+02,7.522e+02
154.7,2.007e+02,1.854e+02,2.585e+02,6.446e+02
156.5,1.623e+02,1.914e+02,1.980e+02,5.518e+02
158.3,1.114e+02,1.946e+02,1.596e+02,4.656e+02
160.1,7.124e+01,2.074e+02,1.454e+02,4.240e+02
161.9,5.382e+01,2.002e+02,1.286e+02,3.826e+02
163.7,4.486e+01,1.931e+02,1.133e+02,3.512e+02
165.5,4.158e+01,1.945e+02,1.155e+02,3.516e+02
167.3,3.948e+01,1.800e+02,1.225e+02,3.420e+02
169.1,3.969e+01,1.781e+02,1.259e+02,3.437e+02
170.9,4.111e+01,1.972e+02,1.329e+02,3.713e+02
172.7,4.161e+01,2.732e+02,1.385e+02,4.533e+02
174.5,3.976e+01,2.774e+02,1.202e+02,4.373e+02
176.3,3.949e+01,2.547e+02,1.077e+02,4.019e+02
178.1,3.670e+01,2.159e+02,9.414e+01,3.468e+02
179.9,3.501e+01,1.875e+02,8.457e+01,3.070e+02
181.7,3.312e+01,1.679e+02,8.046e+01,2.814e+02
183.5,3.877e+01,1.576e+02,7.450e+01,2.708e+02
185.3,3.912e+01,1.441e+02,7.302e+01,2.563e+02
187.1,3.563e+01,1.280e+02,7.449e+01,2.382e+02
188.9,3.484e+01,1.388e+02,7.952e+01,2.532e+02
190.7,3.546e+01,1.568e+02,8.869e+01,2.809e+02
192.5,3.665e+01,1.528e+02,9.764e+01,2.871e+02
194.3,3.560e+01,1.465e+02,1.087e+02,2.908e+02
196.1,3.712e+01,1.420e+02,1.109e+02,2.900e+02
197.9,3.741e+01,1.382e+02,1.039e+02,2.796e+02
199.7,3.670e+01,1.373e+02,1.129e+02,2.869e+02
